0 0.000000000 2.000000000
1 0.312868930 1.975376681
2 0.618033989 1.902113033
3 0.907980999 1.782013048
4 1.175570505 1.618033989
5 1.414213562 1.414213562
6 1.618033989 1.175570505
7 1.782013048 0.907980999
8 1.902113033 0.618033989
9 1.975376681 0.312868930
10 2.000000000 0.000000000
11 0.000000000 2.125000000
12 0.332423238 2.098837724
13 0.656661113 2.020995097
14 0.964729812 1.893388864
15 1.249043661 1.719161113
16 1.502601910 1.502601910
17 1.719161113 1.249043661
18 1.893388864 0.964729812
19 2.020995097 0.656661113
20 2.098837724 0.332423238
21 2.125000000 0.000000000
22 0.000000000 2.250000000
23 0.351977546 2.222298766
24 0.695288237 2.139877162
25 1.021478624 2.004764679
26 1.322516818 1.820288237
27 1.590990258 1.590990258
28 1.820288237 1.322516818
29 2.004764679 1.021478624
30 2.139877162 0.695288237
31 2.222298766 0.351977546
32 2.250000000 0.000000000
33 0.000000000 2.375000000
34 0.371531854 2.345759809
35 0.733915362 2.258759226
36 1.078227437 2.116140495
37 1.395989974 1.921415362
38 1.679378605 1.679378605
39 1.921415362 1.395989974
40 2.116140495 1.078227437
41 2.258759226 0.733915362
42 2.345759809 0.371531854
43 2.375000000 0.000000000
44 0.000000000 2.500000000
45 0.391086163 2.469220851
46 0.772542486 2.377641291
47 1.134976249 2.227516310
48 1.469463131 2.022542486
49 1.767766953 1.767766953
50 2.022542486 1.469463131
51 2.227516310 1.134976249
52 2.377641291 0.772542486
53 2.469220851 0.391086163
54 2.500000000 0.000000000
(base) 
Atcoder on  master [!?] via 🐍 v3.9.12 
❯ g++ -std=c++17 node.cpp
(base) 
Atcoder on  master [!?] via 🐍 v3.9.12 
❯ ./a.out                
11
(base) 
Atcoder on  master [!?] via 🐍 v3.9.12 
❯ g++ -std=c++17 node.cpp
(base) 
Atcoder on  master [!?] via 🐍 v3.9.12 
❯ ./a.out                
5
(base) 
Atcoder on  master [!?] via 🐍 v3.9.12 
❯ g++ -std=c++17 node.cpp
(base) 
Atcoder on  master [!?] via 🐍 v3.9.12 
❯ ./a.out                
5
0 0.000000000 2.000000000
1 0.312868930 1.975376681
2 0.618033989 1.902113033
3 0.907980999 1.782013048
4 1.175570505 1.618033989
5 1.414213562 1.414213562
6 1.618033989 1.175570505
7 1.782013048 0.907980999
8 1.902113033 0.618033989
9 1.975376681 0.312868930
10 2.000000000 0.000000000
11 0.000000000 2.125000000
12 0.332423238 2.098837724
13 0.656661113 2.020995097
14 0.964729812 1.893388864
15 1.249043661 1.719161113
16 1.502601910 1.502601910
17 1.719161113 1.249043661
18 1.893388864 0.964729812
19 2.020995097 0.656661113
20 2.098837724 0.332423238
21 2.125000000 0.000000000
22 0.000000000 2.250000000
23 0.351977546 2.222298766
24 0.695288237 2.139877162
25 1.021478624 2.004764679
26 1.322516818 1.820288237
27 1.590990258 1.590990258
28 1.820288237 1.322516818
29 2.004764679 1.021478624
30 2.139877162 0.695288237
31 2.222298766 0.351977546
32 2.250000000 0.000000000
33 0.000000000 2.375000000
34 0.371531854 2.345759809
35 0.733915362 2.258759226
36 1.078227437 2.116140495
37 1.395989974 1.921415362
38 1.679378605 1.679378605
39 1.921415362 1.395989974
40 2.116140495 1.078227437
41 2.258759226 0.733915362
42 2.345759809 0.371531854
43 2.375000000 0.000000000
44 0.000000000 2.500000000
45 0.391086163 2.469220851
46 0.772542486 2.377641291
47 1.134976249 2.227516310
48 1.469463131 2.022542486
49 1.767766953 1.767766953
50 2.022542486 1.469463131
51 2.227516310 1.134976249
52 2.377641291 0.772542486
53 2.469220851 0.391086163
54 2.500000000 0.000000000
